Year,DOI,Title,Number of Authors,Author Name,Author Position,Author Position Type,OpenAlex Author ID,Author ORCID,Number of Affiliations,First Institution Name,Raw Affiliation String,First Institution ID,First Institution ROR,First Institution Type,First Institution Country Code
2012,10.1109/TVCG.2012.255,RelEx: Visualization for Actively Changing Overlay Network Specifications,4,Andreas Butz,4,last,https://openalex.org/A2147574392,https://orcid.org/0000-0002-9007-9888,1.0,Ludwig-Maximilians-Universität München,"University of Munich LMU, Munich, Germany",https://openalex.org/I8204097,https://ror.org/05591te55,education,DE
2012,10.1109/VAST.2012.6400552,Watch this: A taxonomy for dynamic data visualization,3,Joseph A. Cottam,1,first,https://openalex.org/A2081052765,,1.0,Indiana University,Indiana University*,https://openalex.org/I592451,https://ror.org/01kg8sb98,education,US
2012,10.1109/VAST.2012.6400552,Watch this: A taxonomy for dynamic data visualization,3,Andrew Lumsdaine,2,middle,https://openalex.org/A2140207053,,1.0,Indiana University,Indiana University*,https://openalex.org/I592451,https://ror.org/01kg8sb98,education,US
2012,10.1109/VAST.2012.6400552,Watch this: A taxonomy for dynamic data visualization,3,Chris Weaver,3,last,https://openalex.org/A2209975384,,1.0,University of Oklahoma," University of Oklahoma,",https://openalex.org/I8692664,https://ror.org/02aqsxs83,education,US
2013,10.1109/TVCG.2013.210,Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,3,Fanny Chevalier,1,first,https://openalex.org/A2123408939,,1.0,Ontario College of Art and Design,"Univ. of Toronto & OCAD Univ., Toronto, ON, Canada",https://openalex.org/I74753095,https://ror.org/059ncap70,education,CA
2013,10.1109/TVCG.2013.210,Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,3,Romain Vuillemot,2,middle,https://openalex.org/A1275326801,,1.0,French Institute for Research in Computer Science and Automation,"INRIA - Sophia Antipolis, France",https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
2013,10.1109/TVCG.2013.210,Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,3,Guia Gali,3,last,https://openalex.org/A2226632196,,1.0,independant graphic designer and researcher#TAB#,independant graphic designer and researcher#TAB#,,,,
2013,10.1109/TVCG.2013.138,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,7,Luke J. Gosink,1,first,https://openalex.org/A1997962722,,1.0,Pacific Northwest National Laboratory,"Pacific Northwest National Laboratory,",https://openalex.org/I142606810,https://ror.org/05h992307,facility,US
2013,10.1109/TVCG.2013.138,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,7,Kevin Bensema,2,middle,https://openalex.org/A1548534462,,1.0,"University of California, Davis",University Of California at Davis#TAB#,https://openalex.org/I84218800,https://ror.org/05rrcem69,education,US
2013,10.1109/TVCG.2013.138,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,7,Trenton C. Pulsipher,3,middle,https://openalex.org/A2001919018,,1.0,Pacific Northwest National Laboratory,"Pacific Northwest National Laboratory,",https://openalex.org/I142606810,https://ror.org/05h992307,facility,US
2013,10.1109/TVCG.2013.138,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,7,Harald Obermaier,4,middle,https://openalex.org/A2255233454,,1.0,"University of California, Davis",University Of California at Davis#TAB#,https://openalex.org/I84218800,https://ror.org/05rrcem69,education,US
2013,10.1109/TVCG.2013.138,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,7,Michael J. Henry,5,middle,https://openalex.org/A2128114352,,1.0,Pacific Northwest National Laboratory,"Pacific Northwest National Laboratory,",https://openalex.org/I142606810,https://ror.org/05h992307,facility,US
2013,10.1109/TVCG.2013.138,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,7,Hank Childs,6,middle,https://openalex.org/A2166896707,https://orcid.org/0000-0001-5816-1892,1.0,University of Oregon,University Of Oregon,https://openalex.org/I181233156,https://ror.org/0293rh119,education,US
2013,10.1109/TVCG.2013.138,Characterizing and Visualizing Predictive Uncertainty in Numerical Ensembles Through Bayesian Model Averaging,7,Kenneth I. Joy,7,last,https://openalex.org/A2120088882,,1.0,"University of California, Davis",University Of California at Davis#TAB#,https://openalex.org/I84218800,https://ror.org/05rrcem69,education,US
2013,10.1109/TVCG.2013.206,TimeBench: A Data Model and Software Library for Visual Analytics of Time-Oriented Data,5,Alexander Rind,1,first,https://openalex.org/A2157235567,https://orcid.org/0000-0001-8788-4600,1.0,TU Wien,"[Institute of Software Technology & Interactive Systems, Vienna University of Technology, Vienna, Austria]",https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2013,10.1109/TVCG.2013.206,TimeBench: A Data Model and Software Library for Visual Analytics of Time-Oriented Data,5,Tim Lammarsch,2,middle,https://openalex.org/A1486402571,,1.0,TU Wien,"[Institute of Software Technology & Interactive Systems, Vienna University of Technology, Vienna, Austria]",https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2013,10.1109/TVCG.2013.206,TimeBench: A Data Model and Software Library for Visual Analytics of Time-Oriented Data,5,Wolfgang Aigner,3,middle,https://openalex.org/A1666292634,https://orcid.org/0000-0001-5762-1869,1.0,TU Wien,"[Institute of Software Technology & Interactive Systems, Vienna University of Technology, Vienna, Austria]",https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2013,10.1109/TVCG.2013.206,TimeBench: A Data Model and Software Library for Visual Analytics of Time-Oriented Data,5,Bilal Alsallakh,4,middle,https://openalex.org/A295001648,,1.0,TU Wien,"[Institute of Software Technology & Interactive Systems, Vienna University of Technology, Vienna, Austria]",https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2013,10.1109/TVCG.2013.206,TimeBench: A Data Model and Software Library for Visual Analytics of Time-Oriented Data,5,Silvia Miksch,5,last,https://openalex.org/A193994343,https://orcid.org/0000-0002-9555-3374,1.0,TU Wien,"[Institute of Software Technology & Interactive Systems, Vienna University of Technology, Vienna, Austria]",https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2014,10.1109/TVCG.2014.2346323,Moving beyond sequential design: Reflections on a rich multi-channel approach to data visualization,3,Jo Wood,1,first,https://openalex.org/A2099365047,https://orcid.org/0000-0001-9270-247X,1.0,"City, University of London","giCentre, City University, London",https://openalex.org/I180825142,https://ror.org/04489at23,education,GB
2014,10.1109/TVCG.2014.2346323,Moving beyond sequential design: Reflections on a rich multi-channel approach to data visualization,3,Roger Beecham,2,middle,https://openalex.org/A2003425455,https://orcid.org/0000-0001-8563-7251,1.0,"City, University of London","giCentre, City University, London",https://openalex.org/I180825142,https://ror.org/04489at23,education,GB
2014,10.1109/TVCG.2014.2346323,Moving beyond sequential design: Reflections on a rich multi-channel approach to data visualization,3,Jason Dykes,3,last,https://openalex.org/A2144192189,https://orcid.org/0000-0002-8096-5763,1.0,"City, University of London","giCentre, City University, London",https://openalex.org/I180825142,https://ror.org/04489at23,education,GB
2014,10.1109/TVCG.2014.2346432,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,6,David Günther,1,first,https://openalex.org/A2130756756,,1.0,Institut Mines-Télécom,", Institut Mines-Télécom, Paris, France",https://openalex.org/I205703379,https://ror.org/025vp2923,facility,FR
2014,10.1109/TVCG.2014.2346432,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,6,Alec Jacobson,2,middle,https://openalex.org/A2129872047,,1.0,Columbia University,"Columbia University,  New York,  USA",https://openalex.org/I78577930,https://ror.org/00hj8s172,education,US
2014,10.1109/TVCG.2014.2346432,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,6,Jan Reininghaus,3,middle,https://openalex.org/A1916850921,,1.0,Institute of Science and Technology Austria,"IST Austria, Vienna, Austria#TAB#",https://openalex.org/I157556583,https://ror.org/03gnh5541,education,AT
2014,10.1109/TVCG.2014.2346432,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,6,Hans-Peter Seidel,4,middle,https://openalex.org/A2135052836,https://orcid.org/0000-0002-1343-8613,1.0,Max Planck Society,"Computer Graphics, MPI for Informatics, Max Planck Society",https://openalex.org/I149899117,https://ror.org/01hhn8329,nonprofit,DE
2014,10.1109/TVCG.2014.2346432,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,6,Olga Sorkine-Hornung,5,middle,https://openalex.org/A53636449,,1.0,ETH Zurich,ETH Zurich Zurich Switzerland,https://openalex.org/I35440088,https://ror.org/05a28rw58,education,CH
2014,10.1109/TVCG.2014.2346432,Fast and Memory-Efficienty Topological Denoising of 2D and 3D Scalar Fields,6,Tino Weinkauf,6,last,https://openalex.org/A73181535,,1.0,Max Planck Society,"Computer Graphics, MPI for Informatics, Max Planck Society",https://openalex.org/I149899117,https://ror.org/01hhn8329,nonprofit,DE
2014,10.1109/VAST.2014.7042476,"Towards Interactive, Intelligent, and Integrated Multimedia Analytics",2,Jan Zahálka,1,first,https://openalex.org/A2226323671,https://orcid.org/0000-0002-6743-3607,1.0,University of Amsterdam,University of Amsterdam,,,,
2014,10.1109/VAST.2014.7042476,"Towards Interactive, Intelligent, and Integrated Multimedia Analytics",2,Marcel Worring,2,last,https://openalex.org/A286406747,https://orcid.org/0000-0003-4097-4136,1.0,University of Amsterdam,University of Amsterdam,,,,
2014,10.1109/TVCG.2014.2346912,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,5,Conglei Shi,1,first,https://openalex.org/A2143837512,,1.0,Hong Kong University of Science and Technology,", Hong Kong University of Science and Technology",https://openalex.org/I200769079,https://ror.org/00q4vv597,education,CN
2014,10.1109/TVCG.2014.2346912,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,5,Yingcai Wu,2,middle,https://openalex.org/A2101266097,https://orcid.org/0000-0002-1119-3237,1.0,Microsoft, Microsoft Research Asia,https://openalex.org/I1290206253,https://ror.org/00d0nc645,company,US
2014,10.1109/TVCG.2014.2346912,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,5,Shixia Liu,3,middle,https://openalex.org/A2111177146,https://orcid.org/0000-0003-4499-6420,1.0,Microsoft, Microsoft Research Asia,https://openalex.org/I1290206253,https://ror.org/00d0nc645,company,US
2014,10.1109/TVCG.2014.2346912,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,5,Hong Zhou,4,middle,https://openalex.org/A2423342565,,1.0,Shenzhen University,Shenzhen Univ.,https://openalex.org/I180726961,https://ror.org/01vy4gh70,education,CN
2014,10.1109/TVCG.2014.2346912,LoyalTracker: Visualizing Loyalty Dynamics in Search Engines,5,Huamin Qu,5,last,https://openalex.org/A2103237498,https://orcid.org/0000-0002-3344-9694,1.0,Hong Kong University of Science and Technology,", Hong Kong University of Science and Technology",https://openalex.org/I200769079,https://ror.org/00q4vv597,education,CN
2015,10.1109/TVCG.2015.2467436,Distribution Driven Extraction and Tracking of Features for Time-varying Data Analysis,2,Soumya Dutta,1,first,https://openalex.org/A2097327663,https://orcid.org/0000-0001-5030-9979,1.0,", GRAVITY group",", GRAVITY group",,,,
2015,10.1109/TVCG.2015.2467436,Distribution Driven Extraction and Tracking of Features for Time-varying Data Analysis,2,Han-Wei Shen,2,last,https://openalex.org/A2136258827,,1.0,", GRAVITY group",", GRAVITY group",,,,
2016,10.1109/TVCG.2016.2598466,Visualizing Dimension Coverage to Support Exploratory Analysis,3,Ali Sarvghad,1,first,https://openalex.org/A1990436762,,1.0,University of Victoria,University of Victoria,https://openalex.org/I212119943,https://ror.org/04s5mat29,education,CA
2016,10.1109/TVCG.2016.2598466,Visualizing Dimension Coverage to Support Exploratory Analysis,3,Melanie Tory,2,middle,https://openalex.org/A2039389676,,1.0,Tableau Research,Tableau Research,,,,
2016,10.1109/TVCG.2016.2598466,Visualizing Dimension Coverage to Support Exploratory Analysis,3,Narges Mahyar,3,last,https://openalex.org/A1979235272,,1.0,University of British Columbia,", University of British Columbia",https://openalex.org/I141945490,https://ror.org/03rmrcq20,education,CA
2016,10.1109/TVCG.2016.2598695,Visual Analytics for Mobile Eye Tracking,4,Kuno Kurzhals,1,first,https://openalex.org/A674908680,,1.0,University of Stuttgart,Univ. of Stuttgart#TAB#,https://openalex.org/I100066346,https://ror.org/04vnq7t77,education,DE
2016,10.1109/TVCG.2016.2598695,Visual Analytics for Mobile Eye Tracking,4,Marcel Hlawatsch,2,middle,https://openalex.org/A192478602,,1.0,University of Stuttgart,Univ. of Stuttgart#TAB#,https://openalex.org/I100066346,https://ror.org/04vnq7t77,education,DE
2016,10.1109/TVCG.2016.2598695,Visual Analytics for Mobile Eye Tracking,4,Christof Seeger,3,middle,https://openalex.org/A2564949123,,1.0,Stuttgart Media University,Stuttgart Media University,https://openalex.org/I1283220839,https://ror.org/022r03w28,education,DE
2016,10.1109/TVCG.2016.2598695,Visual Analytics for Mobile Eye Tracking,4,Daniel Weiskopf,4,last,https://openalex.org/A2025685111,https://orcid.org/0000-0003-1174-1026,1.0,University of Stuttgart,Univ. of Stuttgart#TAB#,https://openalex.org/I100066346,https://ror.org/04vnq7t77,education,DE
2017,10.1109/TVCG.2017.2744019,VisTiles: Coordinating and Combining Co-located Mobile Devices for Visual Data Exploration,3,Ricardo Langner,1,first,https://openalex.org/A2110667052,,1.0,TU Dresden,"Interactive Media Lab, Technische Universität Dresden, Germany",https://openalex.org/I78650965,https://ror.org/042aqky30,education,DE
2017,10.1109/TVCG.2017.2744019,VisTiles: Coordinating and Combining Co-located Mobile Devices for Visual Data Exploration,3,Tom Horak,2,middle,https://openalex.org/A2116635328,,1.0,TU Dresden,"Interactive Media Lab, Technische Universität Dresden, Germany",https://openalex.org/I78650965,https://ror.org/042aqky30,education,DE
2017,10.1109/TVCG.2017.2744019,VisTiles: Coordinating and Combining Co-located Mobile Devices for Visual Data Exploration,3,Raimund Dachselt,3,last,https://openalex.org/A123419233,https://orcid.org/0000-0002-2176-876X,1.0,TU Dresden,"Interactive Media Lab, Technische Universität Dresden, Germany",https://openalex.org/I78650965,https://ror.org/042aqky30,education,DE
2017,10.1109/TVCG.2017.2745219,Orko: Facilitating Multimodal Interaction for Visual Exploration and Analysis of Networks,2,Arjun Srinivasan,1,first,https://openalex.org/A2727875801,https://orcid.org/0000-0001-8901-1256,1.0,Georgia Institute of Technology,#N#‡#N#Georgia Institute of Technology#N#,https://openalex.org/I130701444,https://ror.org/01zkghx44,education,US
2017,10.1109/TVCG.2017.2745219,Orko: Facilitating Multimodal Interaction for Visual Exploration and Analysis of Networks,2,John Stasko,2,last,https://openalex.org/A2087252583,https://orcid.org/0000-0003-4129-7659,1.0,Georgia Institute of Technology,#N#‡#N#Georgia Institute of Technology#N#,https://openalex.org/I130701444,https://ror.org/01zkghx44,education,US
2017,10.1109/TVCG.2017.2744258,Instant Construction and Visualization of Crowded Biological Environments,7,Tobias Klein,1,first,https://openalex.org/A2919137046,https://orcid.org/0000-0001-9455-7587,1.0,TU Wien,"TU, Wien, Austria",https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2017,10.1109/TVCG.2017.2744258,Instant Construction and Visualization of Crowded Biological Environments,7,Ludovic Autin,2,middle,https://openalex.org/A2578109294,https://orcid.org/0000-0002-2197-191X,1.0,Scripps Research Institute,"[The Scripps Research Institute, California, USA]",https://openalex.org/I123431417,https://ror.org/02dxx6824,nonprofit,US
2017,10.1109/TVCG.2017.2744258,Instant Construction and Visualization of Crowded Biological Environments,7,Barbora Kozlíková,3,middle,https://openalex.org/A1775603343,https://orcid.org/0000-0001-6358-9420,1.0,Masaryk University,"Masaryk University. Brno, Czech Republic",https://openalex.org/I21449261,https://ror.org/02j46qs45,education,CZ
2017,10.1109/TVCG.2017.2744258,Instant Construction and Visualization of Crowded Biological Environments,7,David S. Goodsell,4,middle,https://openalex.org/A560675671,https://orcid.org/0000-0002-5932-2130,1.0,Scripps Research Institute,"[The Scripps Research Institute, California, USA]",https://openalex.org/I123431417,https://ror.org/02dxx6824,nonprofit,US
2017,10.1109/TVCG.2017.2744258,Instant Construction and Visualization of Crowded Biological Environments,7,Arthur J. Olson,5,middle,https://openalex.org/A2155644364,https://orcid.org/0000-0003-0558-4618,1.0,Scripps Research Institute,"[The Scripps Research Institute, California, USA]",https://openalex.org/I123431417,https://ror.org/02dxx6824,nonprofit,US
2017,10.1109/TVCG.2017.2744258,Instant Construction and Visualization of Crowded Biological Environments,7,M. Eduard Gröller,6,middle,https://openalex.org/A432232642,https://orcid.org/0000-0002-8569-4149,1.0,VRVis,"TU Wien, VRVis Research Center, Austria",https://openalex.org/I1343190059,https://ror.org/02xyxvc90,company,AT
2017,10.1109/TVCG.2017.2744258,Instant Construction and Visualization of Crowded Biological Environments,7,Ivan Viola,7,last,https://openalex.org/A1984815221,https://orcid.org/0000-0003-4248-6574,1.0,TU Wien,"TU, Wien, Austria",https://openalex.org/I145847075,https://ror.org/04d836q62,education,AT
2017,10.1109/TVCG.2017.2744322,Clustering Trajectories by Relevant Parts for Air Traffic Analysis,4,Gennady Andrienko,1,first,https://openalex.org/A237265413,https://orcid.org/0000-0002-8574-6295,1.0,"City, University of London","Fraunhofer IAIS, City University, London",https://openalex.org/I180825142,https://ror.org/04489at23,education,GB
2017,10.1109/TVCG.2017.2744322,Clustering Trajectories by Relevant Parts for Air Traffic Analysis,4,Natalia Andrienko,2,middle,https://openalex.org/A1983982202,https://orcid.org/0000-0002-8574-6295,1.0,"City, University of London","Fraunhofer IAIS, City University, London",https://openalex.org/I180825142,https://ror.org/04489at23,education,GB
2017,10.1109/TVCG.2017.2744322,Clustering Trajectories by Relevant Parts for Air Traffic Analysis,4,Georg Fuchs,3,middle,https://openalex.org/A2306943979,,1.0,Fraunhofer Society,Fraunhofer Institute IAIS#TAB#,https://openalex.org/I4923324,https://ror.org/05hkkdn48,government,DE
2017,10.1109/TVCG.2017.2744322,Clustering Trajectories by Relevant Parts for Air Traffic Analysis,4,Jose Manuel Cordero Garcia,4,last,https://openalex.org/A2752457543,,1.0,"Reference Center for Research, Development and Innovation in ATM","CRIDA (Reference Center for Research, Development and Innovation in ATM)",https://openalex.org/I4210110975,https://ror.org/01vhjs264,facility,ES
2017,10.1109/TVCG.2017.2744419,Voila: Visual Anomaly Detection and Monitoring with Streaming Spatiotemporal Data,6,Nan Cao,1,first,https://openalex.org/A2101761023,https://orcid.org/0000-0003-1316-7515,1.0,Tongji University,Intelligent Big Data Visualization (iDV<sup>x</sup>) LabTongji University,https://openalex.org/I116953780,https://ror.org/03rc6as71,education,CN
2017,10.1109/TVCG.2017.2744419,Voila: Visual Anomaly Detection and Monitoring with Streaming Spatiotemporal Data,6,Chaoguang Lin,2,middle,https://openalex.org/A2753096356,,1.0,Tongji University,Intelligent Big Data Visualization (iDV<sup>x</sup>) LabTongji University,https://openalex.org/I116953780,https://ror.org/03rc6as71,education,CN
2017,10.1109/TVCG.2017.2744419,Voila: Visual Anomaly Detection and Monitoring with Streaming Spatiotemporal Data,6,Qiuhan Zhu,3,middle,https://openalex.org/A2751710730,,1.0,Tongji University,Intelligent Big Data Visualization (iDV<sup>x</sup>) LabTongji University,https://openalex.org/I116953780,https://ror.org/03rc6as71,education,CN
2017,10.1109/TVCG.2017.2744419,Voila: Visual Anomaly Detection and Monitoring with Streaming Spatiotemporal Data,6,Yu-Ru Lin,4,middle,https://openalex.org/A2155397203,https://orcid.org/0000-0002-8497-3015,1.0,University of Pittsburgh,Univ. of Pittsburgh,https://openalex.org/I170201317,https://ror.org/01an3r305,education,US
2017,10.1109/TVCG.2017.2744419,Voila: Visual Anomaly Detection and Monitoring with Streaming Spatiotemporal Data,6,Xian Teng,5,middle,https://openalex.org/A2110213512,https://orcid.org/0000-0003-1148-8198,1.0,University of Pittsburgh,Univ. of Pittsburgh,https://openalex.org/I170201317,https://ror.org/01an3r305,education,US
2017,10.1109/TVCG.2017.2744419,Voila: Visual Anomaly Detection and Monitoring with Streaming Spatiotemporal Data,6,Xidao Wen,6,last,https://openalex.org/A2103423015,,1.0,University of Pittsburgh,Univ. of Pittsburgh,https://openalex.org/I170201317,https://ror.org/01an3r305,education,US
2017,10.1109/TVCG.2017.2745080,Progressive Learning of Topic Modeling Parameters: A Visual Analytics Framework,5,Mennatallah El-Assady,1,first,https://openalex.org/A2194066790,https://orcid.org/0000-0001-8526-2613,1.0,University of Konstanz,University of Konstanz Germany,https://openalex.org/I189712700,https://ror.org/0546hnb39,education,DE
2017,10.1109/TVCG.2017.2745080,Progressive Learning of Topic Modeling Parameters: A Visual Analytics Framework,5,Rita Sevastjanova,2,middle,https://openalex.org/A2728053043,,1.0,University of Konstanz,University of Konstanz Germany,https://openalex.org/I189712700,https://ror.org/0546hnb39,education,DE
2017,10.1109/TVCG.2017.2745080,Progressive Learning of Topic Modeling Parameters: A Visual Analytics Framework,5,Fabian Sperrle,3,middle,https://openalex.org/A2752064106,,1.0,University of Konstanz,University of Konstanz Germany,https://openalex.org/I189712700,https://ror.org/0546hnb39,education,DE
2017,10.1109/TVCG.2017.2745080,Progressive Learning of Topic Modeling Parameters: A Visual Analytics Framework,5,Daniel A. Keim,4,middle,https://openalex.org/A2147343253,https://orcid.org/0000-0001-7966-9740,1.0,University of Konstanz,University of Konstanz Germany,https://openalex.org/I189712700,https://ror.org/0546hnb39,education,DE
2017,10.1109/TVCG.2017.2745080,Progressive Learning of Topic Modeling Parameters: A Visual Analytics Framework,5,Christopher Collins,5,last,https://openalex.org/A2140209713,https://orcid.org/0000-0002-4520-7000,1.0,University of Ontario Institute of Technology,University of Ontario Institute of Technology (Canada),https://openalex.org/I39470171,https://ror.org/016zre027,education,CA
2018,10.1109/TVCG.2018.2864500,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,5,Minsuk Kahng,1,first,https://openalex.org/A2238818493,https://orcid.org/0000-0002-0291-6026,1.0,Georgia Institute of Technology,#N#‡#N#Georgia Institute of Technology#N#,https://openalex.org/I130701444,https://ror.org/01zkghx44,education,US
2018,10.1109/TVCG.2018.2864500,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,5,Nikhil Thorat,2,middle,https://openalex.org/A2556246870,,1.0,Google,[Google Brain],https://openalex.org/I1291425158,https://ror.org/00njsd438,company,US
2018,10.1109/TVCG.2018.2864500,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,5,Duen Horng Polo Chau,3,middle,https://openalex.org/A2059606583,,1.0,Georgia Institute of Technology,#N#‡#N#Georgia Institute of Technology#N#,https://openalex.org/I130701444,https://ror.org/01zkghx44,education,US
2018,10.1109/TVCG.2018.2864500,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,5,Fernanda B. Viégas,4,middle,https://openalex.org/A2113308670,,1.0,Google,[Google Brain],https://openalex.org/I1291425158,https://ror.org/00njsd438,company,US
2018,10.1109/TVCG.2018.2864500,GAN Lab: Understanding Complex Deep Generative Models using Interactive Visual Experimentation,5,Martin Wattenberg,5,last,https://openalex.org/A2139539936,,1.0,Google,[Google Brain],https://openalex.org/I1291425158,https://ror.org/00njsd438,company,US
2018,10.1109/TVCG.2018.2864812,RuleMatrix: Visualizing and Understanding Classifiers with Rules,3,Yao Ming,1,first,https://openalex.org/A2751612501,,1.0,University of Science And Technology),University of Science And Technology),,,,
2018,10.1109/TVCG.2018.2864812,RuleMatrix: Visualizing and Understanding Classifiers with Rules,3,Huamin Qu,2,middle,https://openalex.org/A2103237498,https://orcid.org/0000-0002-3344-9694,1.0,University of Science And Technology),University of Science And Technology),,,,
2018,10.1109/TVCG.2018.2864812,RuleMatrix: Visualizing and Understanding Classifiers with Rules,3,Enrico Bertini,3,last,https://openalex.org/A2155423936,https://orcid.org/0000-0001-9276-4590,1.0,New York University, New York University<sup>**</sup>,https://openalex.org/I57206974,https://ror.org/0190ak572,education,US
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Ying Zhao,1,first,https://openalex.org/A2604965107,https://orcid.org/0000-0002-4200-5200,1.0,Central-South University,Central-South University,,,,
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Feng Luo,2,middle,https://openalex.org/A2556778706,https://orcid.org/0000-0002-4167-8980,1.0,Central-South University,Central-South University,,,,
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Minghui Chen,3,middle,https://openalex.org/A2747190389,,1.0,Central-South University,Central-South University,,,,
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Yingchao Wang,4,middle,https://openalex.org/A2888513106,,1.0,Central-South University,Central-South University,,,,
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Jiazhi Xia,5,middle,https://openalex.org/A2893228172,https://orcid.org/0000-0003-4629-6268,1.0,Central-South University,Central-South University,,,,
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Fangfang Zhou,6,middle,https://openalex.org/A2291805098,,1.0,Central-South University,Central-South University,,,,
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Yunhai Wang,7,middle,https://openalex.org/A2646045402,https://orcid.org/0000-0003-0059-6580,1.0,Shandong University,Shandong University,https://openalex.org/I154099455,https://ror.org/0207yh398,education,CN
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Yi Chen,8,middle,https://openalex.org/A2658354446,https://orcid.org/0000-0002-4141-0554,1.0,Beijing Technology and Business University,Beijing TechnologyBusiness University,https://openalex.org/I179026463,https://ror.org/013e0zm98,education,CN
2018,10.1109/TVCG.2018.2865020,Evaluating Multi-Dimensional Visualizations for Understanding Fuzzy Clusters,9,Wei Chen,9,last,https://openalex.org/A2998626336,https://orcid.org/0000-0001-6767-3099,1.0,State Key Lab of CAD & CGZhejiang University#TAB#,State Key Lab of CAD & CGZhejiang University#TAB#,,,,
1990,10.1109/VISUAL.1990.146383,"Spline-based color sequences for univariate, bivariate and trivariate mapping",1,Binh Pham,1,first,https://openalex.org/A2489210085,,1.0,Monash University,"Dept. of Comput. Sci., Monash Univ., Melbourne, Vic., Australia",https://openalex.org/I56590836,https://ror.org/02bfwt286,education,AU
1991,10.1109/VISUAL.1991.175807,NetV: an experimental network-based volume visualization system,2,T. Todd Elvins,1,first,https://openalex.org/A377309910,,1.0,San Diego Supercomputer Center,"San Diego Supercomput. Center, Adv. Sci. Visualization Lab., CA, USA",https://openalex.org/I181653535,https://ror.org/04mg3nk07,facility,US
1991,10.1109/VISUAL.1991.175807,NetV: an experimental network-based volume visualization system,2,David R. Nadeau,2,last,https://openalex.org/A679976572,,1.0,San Diego Supercomputer Center,"San Diego Supercomput. Center, Adv. Sci. Visualization Lab., CA, USA",https://openalex.org/I181653535,https://ror.org/04mg3nk07,facility,US
1993,10.1109/VISUAL.1993.398856,Bridging the gap between visualization and data management: A simple visualization management system,4,Peter Kochevar,1,first,https://openalex.org/A1507635045,,1.0,"Digital Equipment Corp., San Diego, CA, USA","Digital Equipment Corp., San Diego, CA, USA",,,,
1993,10.1109/VISUAL.1993.398856,Bridging the gap between visualization and data management: A simple visualization management system,4,Zahid Ahmed,2,middle,https://openalex.org/A2110538404,,1.0,"Digital Equipment Corp., San Diego, CA, USA","Digital Equipment Corp., San Diego, CA, USA",,,,
