Year,DOI,Title,OpenAlex Year,OpenAlex ID,OpenAlex Title,OpenAlex DOI,OpenAlex URL,OpenAlex Venue,OpenAlex Journal,OpenAlex Publisher,OpenAlex First Page,OpenAlex Last Page
2008,10.1109/TVCG.2008.179,Visualization of Cellular and Microvascular Relationships,2008.0,https://openalex.org/W2151886579,Visualization of Cellular and Microvascular Relationships,https://doi.org/10.1109/tvcg.2008.179,https://doi.org/10.1109/tvcg.2008.179,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1611,1618
2009,10.1109/TVCG.2009.146,GeneShelf: A Web-based Visual Interface for Large Gene Expression Time-Series Data Repositories,2009.0,https://openalex.org/W2097546690,GeneShelf: A Web-based Visual Interface for Large Gene Expression Time-Series Data Repositories,https://doi.org/10.1109/tvcg.2009.146,https://doi.org/10.1109/tvcg.2009.146,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,905,912
2011,10.1109/TVCG.2011.187,Developing and Evaluating Quilts for the Depiction of Large Layered Graphs,2011.0,https://openalex.org/W2125986575,Developing and Evaluating Quilts for the Depiction of Large Layered Graphs,https://doi.org/10.1109/tvcg.2011.187,https://doi.org/10.1109/tvcg.2011.187,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2268,2275
2011,10.1109/VAST.2011.6102447,Supporting effective common ground construction in Asynchronous Collaborative Visual Analytics,2011.0,https://openalex.org/W2091416594,Supporting effective common ground construction in Asynchronous Collaborative Visual Analytics,https://doi.org/10.1109/vast.2011.6102447,https://doi.org/10.1109/vast.2011.6102447,,visual analytics science and technology,IEEE,101,110
2011,10.1109/TVCG.2011.165,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,2011.0,https://openalex.org/W2098156964,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,https://doi.org/10.1109/tvcg.2011.165,https://doi.org/10.1109/tvcg.2011.165,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1989,1996
2011,10.1109/TVCG.2011.200,Features in Continuous Parallel Coordinates,2011.0,https://openalex.org/W2145901259,Features in Continuous Parallel Coordinates,https://doi.org/10.1109/tvcg.2011.200,https://doi.org/10.1109/tvcg.2011.200,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1912,1921
2012,10.1109/TVCG.2012.203,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,2012.0,https://openalex.org/W2084834254,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,https://doi.org/10.1109/tvcg.2012.203,https://doi.org/10.1109/tvcg.2012.203,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2345,2354
2012,10.1109/TVCG.2012.234,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,2012.0,https://openalex.org/W2042361756,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,https://doi.org/10.1109/tvcg.2012.234,https://doi.org/10.1109/tvcg.2012.234,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2104,2113
2013,10.1109/TVCG.2013.215,Vessel Visualization using Curved Surface Reformation,2013.0,https://openalex.org/W2052321311,Vessel Visualization using Curved Surface Reformation,https://doi.org/10.1109/tvcg.2013.215,https://doi.org/10.1109/tvcg.2013.215,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2858,2867
2014,10.1109/TVCG.2014.2346258,Axis Calibration for Improving Data Attribute Estimation in Star Coordinates Plots,2014.0,https://openalex.org/W2080674886,Axis Calibration for Improving Data Attribute Estimation in Star Coordinates Plots,https://doi.org/10.1109/tvcg.2014.2346258,https://doi.org/10.1109/tvcg.2014.2346258,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2013,2022
2014,10.1109/TVCG.2014.2346428,Order of Magnitude Markers: An Empirical Study on Large Magnitude Number Detection,2014.0,https://openalex.org/W2143349559,Order of Magnitude Markers: An Empirical Study on Large Magnitude Number Detection,https://doi.org/10.1109/tvcg.2014.2346428,https://doi.org/10.1109/tvcg.2014.2346428,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2261,2270
2014,10.1109/TVCG.2014.2346318,ViSlang: A System for Interpreted Domain-Specific Languages for Scientific Visualization,2014.0,https://openalex.org/W2013499551,ViSlang: A System for Interpreted Domain-Specific Languages for Scientific Visualization,https://doi.org/10.1109/tvcg.2014.2346318,https://doi.org/10.1109/tvcg.2014.2346318,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2388,2396
2014,10.1109/TVCG.2014.2346572,Transforming Scagnostics to Reveal Hidden Features,2014.0,https://openalex.org/W2002008002,Transforming Scagnostics to Reveal Hidden Features,https://doi.org/10.1109/tvcg.2014.2346572,https://doi.org/10.1109/tvcg.2014.2346572,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1624,1632
2014,10.1109/TVCG.2014.2346752,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery,2014.0,https://openalex.org/W2025806111,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery.,https://doi.org/10.1109/tvcg.2014.2346752,https://doi.org/10.1109/tvcg.2014.2346752,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1883,1892
2014,10.1109/VAST.2014.7042478,Baseball4D: A Tool for Baseball Game Reconstruction & Visualization,2014.0,https://openalex.org/W2064759589,Baseball4D: A tool for baseball game reconstruction & visualization,https://doi.org/10.1109/vast.2014.7042478,https://doi.org/10.1109/vast.2014.7042478,,visual analytics science and technology,IEEE,23,32
2015,10.1109/TVCG.2015.2467951,A Psychophysical Investigation of Size as a Physical Variable,2016.0,https://openalex.org/W1941357433,A Psychophysical Investigation of Size as a Physical Variable,https://doi.org/10.1109/tvcg.2015.2467951,https://doi.org/10.1109/tvcg.2015.2467951,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,479,488
2015,10.1109/SciVis.2015.7429492,CPU Ray Tracing Large Particle Data with Balanced P-k-d Trees,2015.0,https://openalex.org/W2295965681,CPU ray tracing large particle data with balanced P-k-d trees,https://doi.org/10.1109/scivis.2015.7429492,https://doi.org/10.1109/scivis.2015.7429492,,2015 IEEE Scientific Visualization Conference (SciVis),IEEE,57,64
2015,10.1109/TVCG.2015.2467294,Intuitive Exploration of Volumetric Data Using Dynamic Galleries,2016.0,https://openalex.org/W1935090356,Intuitive Exploration of Volumetric Data Using Dynamic Galleries,https://doi.org/10.1109/tvcg.2015.2467294,https://doi.org/10.1109/tvcg.2015.2467294,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,896,905
2015,10.1109/TVCG.2015.2467153,Visualization-by-Sketching: An Artist's Interface for Creating Multivariate Time-Varying Data Visualizations,2016.0,https://openalex.org/W1898018073,Visualization-by-Sketching: An Artist's Interface for Creating Multivariate Time-Varying Data Visualizations,https://doi.org/10.1109/tvcg.2015.2467153,https://doi.org/10.1109/tvcg.2015.2467153,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,877,885
2015,10.1109/VAST.2015.7347625,Mixed-initiative visual analytics using task-driven recommendations,2015.0,https://openalex.org/W2189401668,Mixed-initiative visual analytics using task-driven recommendations,https://doi.org/10.1109/vast.2015.7347625,https://doi.org/10.1109/vast.2015.7347625,,visual analytics science and technology,IEEE,9,16
2015,10.1109/VAST.2015.7347630,iVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data,2015.0,https://openalex.org/W2181446242,iVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data,https://doi.org/10.1109/vast.2015.7347630,https://doi.org/10.1109/vast.2015.7347630,,visual analytics science and technology,IEEE,49,56
2016,10.1109/TVCG.2016.2598498,Investigating the Use of a Dynamic Physical Bar Chart for Data Exploration and Presentation,2017.0,https://openalex.org/W2507514876,Investigating the Use of a Dynamic Physical Bar Chart for Data Exploration and Presentation,https://doi.org/10.1109/tvcg.2016.2598498,https://doi.org/10.1109/tvcg.2016.2598498,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,451,460
2016,10.1109/TVCG.2016.2599338,VizItCards: A Card-Based Toolkit for Infovis Design Education,2017.0,https://openalex.org/W2509222528,V iz I t C ards : A Card-Based Toolkit for Infovis Design Education,https://doi.org/10.1109/tvcg.2016.2599338,https://doi.org/10.1109/tvcg.2016.2599338,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,561,570
2016,10.1109/TVCG.2016.2598869,Visualization of Time-Varying Weather Ensembles across Multiple Resolutions,2017.0,https://openalex.org/W2516587692,Visualization of Time-Varying Weather Ensembles across Multiple Resolutions,https://doi.org/10.1109/tvcg.2016.2598869,https://doi.org/10.1109/tvcg.2016.2598869,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,841,850
2016,10.1109/TVCG.2016.2598471,A Grammar-based Approach for Modeling User Interactions and Generating Suggestions During the Data Exploration Process,2017.0,https://openalex.org/W2486648592,A Grammar-based Approach for Modeling User Interactions and Generating Suggestions During the Data Exploration Process,https://doi.org/10.1109/tvcg.2016.2598471,https://doi.org/10.1109/tvcg.2016.2598471,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,41,50
2016,10.1109/VAST.2016.7883510,D-Map: Visual Analysis of Ego-centric Information Diffusion Patterns in Social Media,2016.0,https://openalex.org/W2602887839,D-Map: Visual analysis of ego-centric information diffusion patterns in social media,https://doi.org/10.1109/vast.2016.7883510,https://doi.org/10.1109/vast.2016.7883510,,visual analytics science and technology,IEEE,41,50
2016,10.1109/VAST.2016.7883511,How ideas flow across multiple social groups,2016.0,https://openalex.org/W2597405392,How ideas flow across multiple social groups,https://doi.org/10.1109/vast.2016.7883511,https://doi.org/10.1109/vast.2016.7883511,,visual analytics science and technology,Institute of Electrical and Electronics Engineers Inc.,51,60
2018,10.1109/TVCG.2018.2864503,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data,2019.0,https://openalex.org/W2893883473,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data,https://doi.org/10.1109/tvcg.2018.2864503,https://doi.org/10.1109/tvcg.2018.2864503,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,43,53
2018,10.1109/TVCG.2018.2864838,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning,2019.0,https://openalex.org/W2896774728,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning,https://doi.org/10.1109/tvcg.2018.2864838,https://doi.org/10.1109/tvcg.2018.2864838,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,385,395
1990,10.1109/VISUAL.1990.146369,Dynamic graphics for network visualization,1990.0,https://openalex.org/W2166624493,Dynamic graphics for network visualization,https://doi.org/10.5555/949531.949546,https://doi.org/10.1109/VISUAL.1990.146369,,ieee visualization,IEEE Computer Society Press,93,96
1990,10.1109/VISUAL.1990.146382,A three-dimensional/stereoscopic display and model control system for Great Lakes forecasts,1990.0,https://openalex.org/W2100595057,A three-dimensional/stereoscopic display and model control system for Great Lakes forecasts,https://doi.org/10.5555/949531.949563,https://dblp.uni-trier.de/db/conf/visualization/visualization1990.html#YenBKM90,,ieee visualization,IEEE Computer Society Press,194,201
1990,10.1109/VISUAL.1990.146394,Superposing images with shadow casting,1990.0,https://openalex.org/W2015237589,Superposing images with shadow casting,https://doi.org/10.5555/949531.949578,http://ieeexplore.ieee.org/document/146394/,,ieee visualization,IEEE Computer Society Press,298,306
1991,10.1109/VISUAL.1991.175814,Image handling in a multi-vendor environment,1991.0,https://openalex.org/W2154632537,Image handling in a multi-vendor environment,https://doi.org/10.5555/949607.949653,https://dblp.uni-trier.de/db/conf/visualization/visualization1991.html#NadeauEB91,,ieee visualization,IEEE Computer Society Press,276,283
1992,10.1109/VISUAL.1992.235213,Visualization of simulated airflow in a clean room,1992.0,https://openalex.org/W2138969213,Visualization of simulated airflow in a clean room,https://doi.org/10.5555/949685.949716,https://dblp.uni-trier.de/db/conf/visualization/visualization1992.html#Koyamada92,,ieee visualization,IEEE Computer Society Press,156,163
1997,10.1109/VISUAL.1997.663872,Wavelet-based multiresolutional representation of computational field simulation datasets,1997.0,https://openalex.org/W2076506581,Wavelet-based multiresolutional representation of computational field simulation datasets,https://doi.org/10.5555/266989.267046,https://www.cs.jhu.edu/~cohen/Research/TexComp/Zhu1997-Wavelet-based%20Multiresolutional%20Representation%20of%20Computational%20Field%20Simulation%20Datasets.pdf,,ieee visualization,IEEE Computer Society Press,151,158
1997,10.1109/VISUAL.1997.663874,Dynamic color mapping of bivariate qualitative data,1997.0,https://openalex.org/W2094565799,Dynamic color mapping of bivariate qualitative data,https://doi.org/10.5555/266989.267050,https://dblp.uni-trier.de/db/conf/visualization/visualization1997.html#Rheingans97,,ieee visualization,IEEE Computer Society Press,159,166
1997,10.1109/VISUAL.1997.663913,Towards efficient visualization support for single-block and multi-block datasets,1997.0,https://openalex.org/W2145370300,Towards efficient visualization support for single-block and multi-block datasets,https://doi.org/10.5555/266989.267113,https://dblp.uni-trier.de/db/conf/visualization/visualization1997.html#Favre97,,ieee visualization,IEEE Computer Society Press,425,428
1998,10.1109/VISUAL.1998.745340,Visualizing Hilbert curves,1998.0,https://openalex.org/W2151269096,Visualizing Hilbert curves,https://doi.org/10.5555/288216.288348,https://digital.library.unt.edu/ark:/67531/metadc669559/m2/1/high_res_d/2536.pdf,,ieee visualization,IEEE Computer Society Press,447,450
1998,10.1109/VISUAL.1998.745351,Visualization for multiparameter aircraft designs,1998.0,https://openalex.org/W3147941106,Visualization for multiparameter aircraft designs,https://doi.org/10.1109/visual.1998.745351,https://doi.org/10.1109/visual.1998.745351,,ieee visualization,,491,494
1999,10.1109/VISUAL.1999.809888,Multi-resolution multi-field ray tracing: a mathematical overview,1999.0,https://openalex.org/W1990881960,Multi-resolution multi-field ray tracing: a mathematical overview,https://doi.org/10.5555/319351.319375,http://dblp.uni-trier.de/db/conf/visualization/visualization1999.html#Gasparakis99,,ieee visualization,IEEE Computer Society Press,199,206
1999,10.1109/VISUAL.1999.809917,Detecting vortical phenomena in vector data by medium-scale correlation,1999.0,https://openalex.org/W2095429542,Detecting vortical phenomena in vector data by medium-scale correlation,https://doi.org/10.5555/319351.319441,https://elib.dlr.de/13567/,,ieee visualization,IEEE Computer Society Press,409,412
2000,10.1109/INFVIS.2000.885087,Getting portals to behave,2000.0,https://openalex.org/W2140837893,Getting portals to behave,https://doi.org/10.1109/infvis.2000.885087,https://doi.org/10.1109/infvis.2000.885087,,ieee symposium on information visualization,IEEE Computer Society,15,25
2000,10.1109/VISUAL.2000.885735,Visualization of time dependent confocal microscopy data,2000.0,https://openalex.org/W2030092646,Visualization of time dependent confocal microscopy data,https://doi.org/10.5555/375213.375304,https://homepages.cwi.nl/~robertl/papers/bio.pdf,,ieee visualization,IEEE Computer Society Press,473,476
2001,10.1109/VISUAL.2001.964501,Attribute preserving dataset simplification,2001.0,https://openalex.org/W2538009972,Attribute preserving dataset simplification,https://doi.org/10.5555/601671.601688,https://doi.org/10.1109/VISUAL.2001.964501,,ieee visualization,IEEE Computer Society,113,120
2002,10.1109/VISUAL.2002.1183812,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,2002.0,https://openalex.org/W2151926933,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,https://doi.org/10.5555/602099.602176,https://doi.org/10.1109/VISUAL.2002.1183812,,ieee visualization,IEEE Computer Society,489,492
2003,10.1109/INFVIS.2003.1249019,Constant density displays using diversity sampling,2003.0,https://openalex.org/W2126952686,Constant density displays using diversity sampling,https://doi.org/10.1109/infvis.2003.1249019,https://doi.org/10.1109/infvis.2003.1249019,,ieee symposium on information visualization,IEEE,137,144
2003,10.1109/INFVIS.2003.1249026,Visualization of large-scale customer satisfaction surveys using a parallel coordinate tree,2003.0,https://openalex.org/W2100120619,Visualization of large-scale customer satisfaction surveys using a parallel coordinate tree,https://doi.org/10.1109/infvis.2003.1249026,https://doi.org/10.1109/infvis.2003.1249026,,ieee symposium on information visualization,IEEE,197,201
2003,10.1109/VISUAL.2003.1250403,A frequency-sensitive point hierarchy for images and volumes,2003.0,https://openalex.org/W2151328143,A frequency-sensitive point hierarchy for images and volumes,https://doi.org/10.1109/visual.2003.1250403,https://doi.org/10.1109/visual.2003.1250403,,ieee visualization,IEEE Computer Society,56,
2003,10.1109/VISUAL.2003.1250422,Producing high-quality visualizations of large-scale simulation,2003.0,https://openalex.org/W2103104537,Producing high-quality visualizations of large-scale simulation,https://doi.org/10.1109/visual.2003.1250422,https://doi.org/10.1109/visual.2003.1250422,,ieee visualization,IEEE Computer Society,76,
2004,10.1109/VISUAL.2004.122,Visualizing gyrokinetic simulations,2004.0,https://openalex.org/W2106095074,Visualizing Gyrokinetic Simulations,https://doi.org/10.1109/visual.2004.122,https://doi.org/10.1109/visual.2004.122,,ieee visualization,IEEE,59,66
2004,10.1109/VISUAL.2004.3,A graphics hardware-based vortex detection and visualization system,2004.0,https://openalex.org/W2052507190,A Graphics Hardware-Based Vortex Detection and Visualization System,https://doi.org/10.1109/visual.2004.3,https://doi.org/10.1109/visual.2004.3,,ieee visualization,IEEE,195,202
2005,10.1109/INFVIS.2005.1532140,Multivariate glyphs for multi-object clusters,2005.0,https://openalex.org/W2126751313,Multivariate glyphs for multi-object clusters,https://doi.org/10.1109/infovis.2005.25,https://doi.org/10.1109/infovis.2005.25,,ieee symposium on information visualization,IEEE,19,19
2005,10.1109/VISUAL.2005.1532774,Visualizing tensor fields in geomechanics,2005.0,https://openalex.org/W2137301032,Visualizing tensor fields in geomechanics,https://doi.org/10.1109/vis.2005.128,https://doi.org/10.1109/vis.2005.128,,ieee visualization,IEEE,35,42
2005,10.1109/VISUAL.2005.1532828,Differential protein expression analysis via liquid-chromatography/mass-spectrometry data visualization,2005.0,https://openalex.org/W2138293015,Differential protein expression analysis via liquid-chromatography/mass-spectrometry data visualization,https://doi.org/10.1109/vis.2005.22,https://doi.org/10.1109/vis.2005.22,,ieee visualization,IEEE,447,454
2006,10.1109/VAST.2006.261435,Interactive Wormhole Detection in Large Scale Wireless Networks,2006.0,https://openalex.org/W2161538188,Interactive Wormhole Detection in Large Scale Wireless Networks,https://doi.org/10.1109/vast.2006.261435,https://doi.org/10.1109/vast.2006.261435,,visual analytics science and technology,IEEE,99,106
2006,10.1109/TVCG.2006.123,Caricaturistic Visualization,2006.0,https://openalex.org/W2295799513,Caricaturistic Visualization,https://doi.org/10.1109/tvcg.2006.123,https://doi.org/10.1109/tvcg.2006.123,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1085,1092
2006,10.1109/TVCG.2006.157,Isosurface Extraction and Spatial filtering using Persistent Octree (POT),2006.0,https://openalex.org/W2107290000,Isosurface Extraction and Spatial Filtering using Persistent Octree (POT),https://doi.org/10.1109/tvcg.2006.157,https://doi.org/10.1109/tvcg.2006.157,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1283,1290
2008,10.1109/VAST.2008.4677369,Visual mining of multimedia data for social and behavioral studies,2008.0,https://openalex.org/W2083455719,Visual mining of multimedia data for social and behavioral studies,https://doi.org/10.1109/vast.2008.4677369,https://doi.org/10.1109/vast.2008.4677369,,visual analytics science and technology,IEEE,155,162
2009,10.1109/TVCG.2009.125,Coloring 3D Line fields Using Boy's Real Projective Plane Immersion,2009.0,https://openalex.org/W2166793263,Coloring 3D Line Fields Using Boy’s Real Projective Plane Immersion,https://doi.org/10.1109/tvcg.2009.125,https://doi.org/10.1109/tvcg.2009.125,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1457,1464
2010,10.1109/TVCG.2010.196,Special Relativistic Visualization by Local Ray Tracing,2010.0,https://openalex.org/W2134142311,Special Relativistic Visualization by Local Ray Tracing,https://doi.org/10.1109/tvcg.2010.196,https://doi.org/10.1109/tvcg.2010.196,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,1243,1250
2011,10.1109/VAST.2011.6102442,G-PARE: A visual analytic tool for comparative analysis of uncertain graphs,2011.0,https://openalex.org/W2034427182,G-PARE: A visual analytic tool for comparative analysis of uncertain graphs,https://doi.org/10.1109/vast.2011.6102442,https://doi.org/10.1109/vast.2011.6102442,,visual analytics science and technology,IEEE,61,70
2011,10.1109/VAST.2011.6102451,Interactive decision making using dissimilarity to visually represented prototypes,2011.0,https://openalex.org/W2147394386,Interactive decision making using dissimilarity to visually represented prototypes,https://doi.org/10.1109/vast.2011.6102451,https://doi.org/10.1109/vast.2011.6102451,,visual analytics science and technology,IEEE,141,149
2011,10.1109/TVCG.2011.194,Evaluation of Trend Localization with Multi-Variate Visualizations,2011.0,https://openalex.org/W2161240651,Evaluation of Trend Localization with Multi-Variate Visualizations,https://doi.org/10.1109/tvcg.2011.194,https://doi.org/10.1109/tvcg.2011.194,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2053,2062
2012,10.1109/TVCG.2012.223,Evaluation of Multivariate Visualization on a Multivariate Task,2012.0,https://openalex.org/W1995587919,Evaluation of Multivariate Visualization on a Multivariate Task,https://doi.org/10.1109/tvcg.2012.223,https://doi.org/10.1109/tvcg.2012.223,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2114,2121
2013,10.1109/TVCG.2013.148,Detecting Symmetry in Scalar fields Using Augmented Extremum Graphs,2013.0,https://openalex.org/W2063709346,Detecting Symmetry in Scalar Fields Using Augmented Extremum Graphs,https://doi.org/10.1109/tvcg.2013.148,https://doi.org/10.1109/tvcg.2013.148,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2663,2672
2013,10.1109/TVCG.2013.190,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,2013.0,https://openalex.org/W1972380482,SketchPadN-D: WYDIWYG Sculpting and Editing in High-Dimensional Space,https://doi.org/10.1109/tvcg.2013.190,https://doi.org/10.1109/tvcg.2013.190,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2060,2069
2014,10.1109/TVCG.2014.2346415,Vortex Cores of Inertial Particles,2014.0,https://openalex.org/W1968005998,Vortex Cores of Inertial Particles.,https://doi.org/10.1109/tvcg.2014.2346415,https://doi.org/10.1109/tvcg.2014.2346415,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2535,2544
2014,10.1109/TVCG.2014.2346411,Visualization of Brain Microstructure Through Spherical Harmonics Illumination of High Fidelity Spatio-Angular Fields,2014.0,https://openalex.org/W2018053651,Visualization of Brain Microstructure Through Spherical Harmonics Illumination of High Fidelity Spatio-Angular Fields.,https://doi.org/10.1109/tvcg.2014.2346411,https://doi.org/10.1109/tvcg.2014.2346411,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,2516,2525
2014,10.1109/VAST.2014.7042484,"Analyzing High-dimensional Multivariate Network Links with Integrated Anomaly Detection, Highlighting and Exploration",2014.0,https://openalex.org/W1969745267,"Analyzing high-dimensional multivaríate network links with integrated anomaly detection, highlighting and exploration",https://doi.org/10.1109/vast.2014.7042484,https://doi.org/10.1109/vast.2014.7042484,,visual analytics science and technology,IEEE,83,92
2015,10.1109/TVCG.2015.2467911,Vials: Visualizing Alternative Splicing of Genes,2016.0,https://openalex.org/W1917860882,Vials: Visualizing Alternative Splicing of Genes,https://doi.org/10.1109/tvcg.2015.2467911,https://doi.org/10.1109/tvcg.2015.2467911,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,399,408
2015,10.1109/TVCG.2015.2467413,Planar Visualization of Treelike Structures,2016.0,https://openalex.org/W1951374550,Planar Visualization of Treelike Structures,https://doi.org/10.1109/tvcg.2015.2467413,https://doi.org/10.1109/tvcg.2015.2467413,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,906,915
2015,10.1109/VAST.2015.7347624,Wavelet-based visualization of time-varying data on graphs,2015.0,https://openalex.org/W2188492872,Wavelet-based visualization of time-varying data on graphs,https://doi.org/10.1109/vast.2015.7347624,https://doi.org/10.1109/vast.2015.7347624,,visual analytics science and technology,IEEE,1,8
2016,10.1109/TVCG.2016.2598592,Visplause: Visual Data Quality Assessment of Many Time Series Using Plausibility Checks,2017.0,https://openalex.org/W2513302583,Visplause: Visual Data Quality Assessment of Many Time Series Using Plausibility Checks,https://doi.org/10.1109/tvcg.2016.2598592,https://doi.org/10.1109/tvcg.2016.2598592,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,641,650
2016,10.1109/TVCG.2016.2599017,Jacobi Fiber Surfaces for Bivariate Reeb Space Computation,2017.0,https://openalex.org/W2509962701,Jacobi Fiber Surfaces for Bivariate Reeb Space Computation,https://doi.org/10.1109/tvcg.2016.2599017,https://doi.org/10.1109/tvcg.2016.2599017,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,960,969
2016,10.1109/TVCG.2016.2598469,PhenoStacks: Cross-Sectional Cohort Phenotype Comparison Visualizations,2017.0,https://openalex.org/W2500109981,PhenoStacks: Cross-Sectional Cohort Phenotype Comparison Visualizations,https://doi.org/10.1109/tvcg.2016.2598469,https://doi.org/10.1109/tvcg.2016.2598469,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,191,200
2016,10.1109/TVCG.2016.2598543,Annotation Graphs: A Graph-Based Visualization for Meta-Analysis of Data Based on User-Authored Annotations,2017.0,https://openalex.org/W2509947681,Annotation Graphs: A Graph-Based Visualization for Meta-Analysis of Data Based on User-Authored Annotations,https://doi.org/10.1109/tvcg.2016.2598543,https://doi.org/10.1109/tvcg.2016.2598543,https://openalex.org/V84775595,IEEE Transactions on Visualization and Computer Graphics,Institute of Electrical and Electronics Engineers,261,270
2016,10.1109/VAST.2016.7883507,DocuCompass: Effective exploration of document landscapes,2016.0,https://openalex.org/W2598010724,DocuCompass: Effective exploration of document landscapes,https://doi.org/10.1109/vast.2016.7883507,https://doi.org/10.1109/vast.2016.7883507,,visual analytics science and technology,IEEE Computer Society,11,20
2016,10.1109/VAST.2016.7883517,DropoutSeer: Visualizing learning patterns in Massive Open Online Courses for dropout reasoning and prediction,2016.0,https://openalex.org/W2602387228,DropoutSeer: Visualizing learning patterns in Massive Open Online Courses for dropout reasoning and prediction,https://doi.org/10.1109/vast.2016.7883517,https://doi.org/10.1109/vast.2016.7883517,,visual analytics science and technology,IEEE,111,120
